Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Registration/Page_TaskBuddy/input_Register_email""), email)",Firefox 122.0,,,05-07-2024 21:25:37,05-07-2024 21:25:37,0.579s,PASSED
"println(""The email should be filled"")",Firefox 122.0,,,05-07-2024 21:25:37,05-07-2024 21:25:37,0.001s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Registration/Page_TaskBuddy/input_Register_password""), password)",Firefox 122.0,,,05-07-2024 21:25:37,05-07-2024 21:25:37,0.269s,PASSED
"println(""The password should be filled"")",Firefox 122.0,,,05-07-2024 21:25:37,05-07-2024 21:25:37,0.001s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Registration/Page_TaskBuddy/input_Register_password_confirmation""), confirmpassword)",Firefox 122.0,,,05-07-2024 21:25:37,05-07-2024 21:25:38,0.267s,PASSED
"println(""The confirm password should be filled"")",Firefox 122.0,,,05-07-2024 21:25:38,05-07-2024 21:25:38,0.001s,PASSED
"click(findTestObject(""Object Repository/Registration/Page_TaskBuddy/input_Register_btn login_btn""))",Firefox 122.0,,,05-07-2024 21:25:38,05-07-2024 21:25:38,0.511s,PASSED
"println(""The login button should be clickable"")",Firefox 122.0,,,05-07-2024 21:25:38,05-07-2024 21:25:38,0.000s,PASSED
"takeScreenshot(""C:\Taskbuddy\InvalidFullName.png"")",Firefox 122.0,,,05-07-2024 21:25:38,05-07-2024 21:25:39,0.673s,PASSED
Start listener action : AfterTestCase,Firefox 122.0,,,05-07-2024 21:25:39,05-07-2024 21:25:40,1.481s,PASSED
