Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyMatch(ActualURL, ExpectedURL, false)",Firefox 122.0,,,08-07-2024 15:31:31,08-07-2024 15:31:31,0.005s,PASSED
"println(""The website is accessible"")",Firefox 122.0,,,08-07-2024 15:31:31,08-07-2024 15:31:31,0.002s,PASSED
"click(findTestObject(""Object Repository/Registration/Page_TaskBuddy/a_Register""))",Firefox 122.0,,,08-07-2024 15:31:31,08-07-2024 15:31:35,4.128s,PASSED
ActualRegisterUrl = getUrl(),Firefox 122.0,,,08-07-2024 15:31:35,08-07-2024 15:31:35,0.014s,PASSED
"ExpectedRegisterUrl = ""https://task-buddy-d414881265e1.herokuapp.com/register""",Firefox 122.0,,,08-07-2024 15:31:35,08-07-2024 15:31:35,0.001s,PASSED
"verifyMatch(ActualRegisterUrl, ExpectedRegisterUrl, false)",Firefox 122.0,,,08-07-2024 15:31:35,08-07-2024 15:31:35,0.005s,PASSED
"println(""The url is correct"")",Firefox 122.0,,,08-07-2024 15:31:35,08-07-2024 15:31:35,0.001s,PASSED
"ActualRegisterTitle = getText(findTestObject(""Object Repository/Registration/Page_TaskBuddy/strong_Register_Title""))",Firefox 122.0,,,08-07-2024 15:31:35,08-07-2024 15:31:35,0.260s,PASSED
"ExpectedRegisterTitle = ""Register""",Firefox 122.0,,,08-07-2024 15:31:35,08-07-2024 15:31:35,0.001s,PASSED
"verifyMatch(ActualRegisterTitle, ExpectedRegisterTitle, false)",Firefox 122.0,,,08-07-2024 15:31:35,08-07-2024 15:31:35,0.006s,PASSED
"println(""The title is Register"")",Firefox 122.0,,,08-07-2024 15:31:35,08-07-2024 15:31:35,0.002s,PASSED
"setText(findTestObject(""Object Repository/Registration/Page_TaskBuddy/input_Register_name""), fullname)",Firefox 122.0,,,08-07-2024 15:31:35,08-07-2024 15:31:36,0.590s,PASSED
"println(""The fullname should be filled"")",Firefox 122.0,,,08-07-2024 15:31:36,08-07-2024 15:31:36,0.002s,PASSED
"setText(findTestObject(""Object Repository/Registration/Page_TaskBuddy/input_Register_email""), email)",Firefox 122.0,,,08-07-2024 15:31:36,08-07-2024 15:31:36,0.568s,PASSED
"println(""The email should be filled"")",Firefox 122.0,,,08-07-2024 15:31:36,08-07-2024 15:31:36,0.007s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Registration/Page_TaskBuddy/input_Register_password""), password)",Firefox 122.0,,,08-07-2024 15:31:36,08-07-2024 15:31:37,0.355s,PASSED
"println(""The password should be filled"")",Firefox 122.0,,,08-07-2024 15:31:37,08-07-2024 15:31:37,0.003s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Registration/Page_TaskBuddy/input_Register_password_confirmation""), confirmpassword)",Firefox 122.0,,,08-07-2024 15:31:37,08-07-2024 15:31:37,0.267s,PASSED
"println(""The confirm password should be filled"")",Firefox 122.0,,,08-07-2024 15:31:37,08-07-2024 15:31:37,0.003s,PASSED
"click(findTestObject(""Object Repository/Registration/Page_TaskBuddy/input_Register_btn login_btn""))",Firefox 122.0,,,08-07-2024 15:31:37,08-07-2024 15:31:37,0.538s,PASSED
"println(""The login button should be clickable"")",Firefox 122.0,,,08-07-2024 15:31:37,08-07-2024 15:31:37,0.003s,PASSED
ActualInvalidEmailPage = getUrl(),Firefox 122.0,,,08-07-2024 15:31:37,08-07-2024 15:31:38,0.020s,PASSED
"ExpectedInvalidEmailPage = ""https://task-buddy-d414881265e1.herokuapp.com/register""",Firefox 122.0,,,08-07-2024 15:31:38,08-07-2024 15:31:38,0.002s,PASSED
"verifyMatch(ActualInvalidEmailPage, ExpectedInvalidEmailPage, false)",Firefox 122.0,,,08-07-2024 15:31:38,08-07-2024 15:31:38,0.007s,PASSED
"takeScreenshot(""C:\Taskbuddy\InvalidEmail.png"")",Firefox 122.0,,,08-07-2024 15:31:38,08-07-2024 15:31:38,0.684s,PASSED
Start listener action : AfterTestCase,Firefox 122.0,,,08-07-2024 15:31:38,08-07-2024 15:31:39,1.243s,PASSED
,,,,,,,
Test Cases/Registration/TC003_Create a new account with invalid password,Firefox 122.0,,,08-07-2024 15:31:39,08-07-2024 15:31:56,16.778s,PASSED
Start listener action : BeforeTestCase,Firefox 122.0,,,08-07-2024 15:31:40,08-07-2024 15:31:43,3.403s,PASSED
navigateToUrl(URL),Firefox 122.0,,,08-07-2024 15:31:43,08-07-2024 15:31:47,3.938s,PASSED
ActualURL = getUrl(),Firefox 122.0,,,08-07-2024 15:31:47,08-07-2024 15:31:47,0.022s,PASSED
"ExpectedURL = ""https://task-buddy-d414881265e1.herokuapp.com/""",Firefox 122.0,,,08-07-2024 15:31:47,08-07-2024 15:31:47,0.004s,PASSED
"verifyMatch(ActualURL, ExpectedURL, false)",Firefox 122.0,,,08-07-2024 15:31:47,08-07-2024 15:31:47,0.007s,PASSED
"println(""The website is accessible"")",Firefox 122.0,,,08-07-2024 15:31:47,08-07-2024 15:31:47,0.002s,PASSED
"click(findTestObject(""Object Repository/Registration/Page_TaskBuddy/a_Register""))",Firefox 122.0,,,08-07-2024 15:31:47,08-07-2024 15:31:52,4.479s,PASSED
ActualRegisterUrl = getUrl(),Firefox 122.0,,,08-07-2024 15:31:52,08-07-2024 15:31:52,0.033s,PASSED
"ExpectedRegisterUrl = ""https://task-buddy-d414881265e1.herokuapp.com/register""",Firefox 122.0,,,08-07-2024 15:31:52,08-07-2024 15:31:52,0.001s,PASSED
"verifyMatch(ActualRegisterUrl, ExpectedRegisterUrl, false)",Firefox 122.0,,,08-07-2024 15:31:52,08-07-2024 15:31:52,0.005s,PASSED
"println(""The url is correct"")",Firefox 122.0,,,08-07-2024 15:31:52,08-07-2024 15:31:52,0.001s,PASSED
"ActualRegisterTitle = getText(findTestObject(""Object Repository/Registration/Page_TaskBuddy/strong_Register_Title""))",Firefox 122.0,,,08-07-2024 15:31:52,08-07-2024 15:31:52,0.287s,PASSED
"ExpectedRegisterTitle = ""Register""",Firefox 122.0,,,08-07-2024 15:31:52,08-07-2024 15:31:52,0.002s,PASSED
"verifyMatch(ActualRegisterTitle, ExpectedRegisterTitle, false)",Firefox 122.0,,,08-07-2024 15:31:52,08-07-2024 15:31:52,0.002s,PASSED
"println(""The title is Register"")",Firefox 122.0,,,08-07-2024 15:31:52,08-07-2024 15:31:52,0.001s,PASSED
"setText(findTestObject(""Object Repository/Registration/Page_TaskBuddy/input_Register_name""), fullname)",Firefox 122.0,,,08-07-2024 15:31:52,08-07-2024 15:31:52,0.593s,PASSED
"println(""The fullname should be filled"")",Firefox 122.0,,,08-07-2024 15:31:52,08-07-2024 15:31:52,0.002s,PASSED
"setText(findTestObject(""Object Repository/Registration/Page_TaskBuddy/input_Register_email""), email)",Firefox 122.0,,,08-07-2024 15:31:52,08-07-2024 15:31:53,0.595s,PASSED
"println(""The email should be filled"")",Firefox 122.0,,,08-07-2024 15:31:53,08-07-2024 15:31:53,0.003s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Registration/Page_TaskBuddy/input_Register_password_confirmation""), confirmpassword)",Firefox 122.0,,,08-07-2024 15:31:53,08-07-2024 15:31:53,0.350s,PASSED
"println(""The confirm password should be filled"")",Firefox 122.0,,,08-07-2024 15:31:53,08-07-2024 15:31:53,0.003s,PASSED
"click(findTestObject(""Object Repository/Registration/Page_TaskBuddy/input_Register_btn login_btn""))",Firefox 122.0,,,08-07-2024 15:31:53,08-07-2024 15:31:54,0.686s,PASSED
"println(""The login button should be clickable"")",Firefox 122.0,,,08-07-2024 15:31:54,08-07-2024 15:31:54,0.001s,PASSED
ActualInvalidPasswordPage = getUrl(),Firefox 122.0,,,08-07-2024 15:31:54,08-07-2024 15:31:54,0.009s,PASSED
"ExpectedInvalidPasswordPage = ""https://task-buddy-d414881265e1.herokuapp.com/register""",Firefox 122.0,,,08-07-2024 15:31:54,08-07-2024 15:31:54,0.001s,PASSED
"verifyMatch(ActualInvalidPasswordPage, ExpectedInvalidPasswordPage, false)",Firefox 122.0,,,08-07-2024 15:31:54,08-07-2024 15:31:54,0.005s,PASSED
"takeScreenshot(""C:\Taskbuddy\InvalidPassword.png"")",Firefox 122.0,,,08-07-2024 15:31:54,08-07-2024 15:31:55,0.839s,PASSED
Start listener action : AfterTestCase,Firefox 122.0,,,08-07-2024 15:31:55,08-07-2024 15:31:56,1.259s,PASSED
,,,,,,,
Test Cases/Registration/TC004_Create a new account with with confirm password does not match with password,Firefox 122.0,,,08-07-2024 15:31:56,08-07-2024 15:32:15,18.733s,PASSED
Start listener action : BeforeTestCase,Firefox 122.0,,,08-07-2024 15:31:56,08-07-2024 15:32:00,4.084s,PASSED
navigateToUrl(URL),Firefox 122.0,,,08-07-2024 15:32:01,08-07-2024 15:32:05,4.098s,PASSED
ActualURL = getUrl(),Firefox 122.0,,,08-07-2024 15:32:05,08-07-2024 15:32:05,0.051s,PASSED
"ExpectedURL = ""https://task-buddy-d414881265e1.herokuapp.com/""",Firefox 122.0,,,08-07-2024 15:32:05,08-07-2024 15:32:05,0.001s,PASSED
"verifyMatch(ActualURL, ExpectedURL, false)",Firefox 122.0,,,08-07-2024 15:32:05,08-07-2024 15:32:05,0.003s,PASSED
"println(""The website is accessible"")",Firefox 122.0,,,08-07-2024 15:32:05,08-07-2024 15:32:05,0.001s,PASSED
"click(findTestObject(""Object Repository/Registration/Page_TaskBuddy/a_Register""))",Firefox 122.0,,,08-07-2024 15:32:05,08-07-2024 15:32:09,4.481s,PASSED
ActualRegisterUrl = getUrl(),Firefox 122.0,,,08-07-2024 15:32:09,08-07-2024 15:32:09,0.023s,PASSED
"ExpectedRegisterUrl = ""https://task-buddy-d414881265e1.herokuapp.com/register""",Firefox 122.0,,,08-07-2024 15:32:09,08-07-2024 15:32:09,0.002s,PASSED
"verifyMatch(ActualRegisterUrl, ExpectedRegisterUrl, false)",Firefox 122.0,,,08-07-2024 15:32:09,08-07-2024 15:32:09,0.009s,PASSED
"println(""The url is correct"")",Firefox 122.0,,,08-07-2024 15:32:09,08-07-2024 15:32:09,0.008s,PASSED
"ActualRegisterTitle = getText(findTestObject(""Object Repository/Registration/Page_TaskBuddy/strong_Register_Title""))",Firefox 122.0,,,08-07-2024 15:32:09,08-07-2024 15:32:10,0.291s,PASSED
"ExpectedRegisterTitle = ""Register""",Firefox 122.0,,,08-07-2024 15:32:10,08-07-2024 15:32:10,0.002s,PASSED
"verifyMatch(ActualRegisterTitle, ExpectedRegisterTitle, false)",Firefox 122.0,,,08-07-2024 15:32:10,08-07-2024 15:32:10,0.005s,PASSED
"println(""The title is Register"")",Firefox 122.0,,,08-07-2024 15:32:10,08-07-2024 15:32:10,0.001s,PASSED
"setText(findTestObject(""Object Repository/Registration/Page_TaskBuddy/input_Register_name""), fullname)",Firefox 122.0,,,08-07-2024 15:32:10,08-07-2024 15:32:10,0.591s,PASSED
"println(""The fullname should be filled"")",Firefox 122.0,,,08-07-2024 15:32:10,08-07-2024 15:32:10,0.003s,PASSED
"setText(findTestObject(""Object Repository/Registration/Page_TaskBuddy/input_Register_email""), email)",Firefox 122.0,,,08-07-2024 15:32:10,08-07-2024 15:32:11,0.623s,PASSED
"println(""The email should be filled"")",Firefox 122.0,,,08-07-2024 15:32:11,08-07-2024 15:32:11,0.003s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Registration/Page_TaskBuddy/input_Register_password""), password)",Firefox 122.0,,,08-07-2024 15:32:11,08-07-2024 15:32:11,0.328s,PASSED
"println(""The password should be filled"")",Firefox 122.0,,,08-07-2024 15:32:11,08-07-2024 15:32:11,0.003s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Registration/Page_TaskBuddy/input_Register_password_confirmation""), confirmpassword)",Firefox 122.0,,,08-07-2024 15:32:11,08-07-2024 15:32:11,0.337s,PASSED
"println(""The confirm password should be filled"")",Firefox 122.0,,,08-07-2024 15:32:11,08-07-2024 15:32:11,0.004s,PASSED
"click(findTestObject(""Object Repository/Registration/Page_TaskBuddy/input_Register_btn login_btn""))",Firefox 122.0,,,08-07-2024 15:32:11,08-07-2024 15:32:13,1.155s,PASSED
"println(""The login button should be clickable"")",Firefox 122.0,,,08-07-2024 15:32:13,08-07-2024 15:32:13,0.002s,PASSED
"ActualErrorConfirmPass = getText(findTestObject(""Object Repository/Registration/Page_TaskBuddy/strong_The password field confirmation does_0e0384""))",Firefox 122.0,,,08-07-2024 15:32:13,08-07-2024 15:32:13,0.494s,PASSED
"ExpectedErrorConfirmPass = ""The password field confirmation does not match.""",Firefox 122.0,,,08-07-2024 15:32:13,08-07-2024 15:32:13,0.001s,PASSED
"verifyMatch(ActualErrorConfirmPass, ExpectedErrorConfirmPass, false)",Firefox 122.0,,,08-07-2024 15:32:13,08-07-2024 15:32:13,0.003s,PASSED
"takeScreenshot(""C:\Taskbuddy\InvalidConfirmPassword.png"")",Firefox 122.0,,,08-07-2024 15:32:13,08-07-2024 15:32:14,0.738s,PASSED
Start listener action : AfterTestCase,Firefox 122.0,,,08-07-2024 15:32:14,08-07-2024 15:32:15,1.139s,PASSED
,,,,,,,
Test Cases/Registration/TC005_Navigate to login page from registration form,Firefox 122.0,,,08-07-2024 15:32:15,08-07-2024 15:32:31,15.792s,PASSED
Start listener action : BeforeTestCase,Firefox 122.0,,,08-07-2024 15:32:15,08-07-2024 15:32:19,3.969s,PASSED
navigateToUrl(URL),Firefox 122.0,,,08-07-2024 15:32:19,08-07-2024 15:32:23,4.292s,PASSED
ActualURL = getUrl(),Firefox 122.0,,,08-07-2024 15:32:23,08-07-2024 15:32:23,0.025s,PASSED
"ExpectedURL = ""https://task-buddy-d414881265e1.herokuapp.com/""",Firefox 122.0,,,08-07-2024 15:32:23,08-07-2024 15:32:23,0.001s,PASSED
"verifyMatch(ActualURL, ExpectedURL, false)",Firefox 122.0,,,08-07-2024 15:32:23,08-07-2024 15:32:23,0.008s,PASSED
"println(""The website is accessible"")",Firefox 122.0,,,08-07-2024 15:32:23,08-07-2024 15:32:23,0.002s,PASSED
"click(findTestObject(""Object Repository/Registration/Page_TaskBuddy/a_Register""))",Firefox 122.0,,,08-07-2024 15:32:23,08-07-2024 15:32:28,4.241s,PASSED
ActualRegisterUrl = getUrl(),Firefox 122.0,,,08-07-2024 15:32:28,08-07-2024 15:32:28,0.016s,PASSED
"ExpectedRegisterUrl = ""https://task-buddy-d414881265e1.herokuapp.com/register""",Firefox 122.0,,,08-07-2024 15:32:28,08-07-2024 15:32:28,0.000s,PASSED
"verifyMatch(ActualRegisterUrl, ExpectedRegisterUrl, false)",Firefox 122.0,,,08-07-2024 15:32:28,08-07-2024 15:32:28,0.002s,PASSED
"println(""The url is correct"")",Firefox 122.0,,,08-07-2024 15:32:28,08-07-2024 15:32:28,0.001s,PASSED
"ActualRegisterTitle = getText(findTestObject(""Object Repository/Registration/Page_TaskBuddy/strong_Register_Title""))",Firefox 122.0,,,08-07-2024 15:32:28,08-07-2024 15:32:28,0.296s,PASSED
"ExpectedRegisterTitle = ""Register""",Firefox 122.0,,,08-07-2024 15:32:28,08-07-2024 15:32:28,0.002s,PASSED
"verifyMatch(ActualRegisterTitle, ExpectedRegisterTitle, false)",Firefox 122.0,,,08-07-2024 15:32:28,08-07-2024 15:32:28,0.003s,PASSED
"println(""The title is Register"")",Firefox 122.0,,,08-07-2024 15:32:28,08-07-2024 15:32:28,0.001s,PASSED
"click(findTestObject(""Object Repository/Registration/Page_TaskBuddy/a_Log In""))",Firefox 122.0,,,08-07-2024 15:32:28,08-07-2024 15:32:29,0.670s,PASSED
"println(""The login button is clickable"")",Firefox 122.0,,,08-07-2024 15:32:29,08-07-2024 15:32:29,0.002s,PASSED
ActualLogin = getUrl(),Firefox 122.0,,,08-07-2024 15:32:29,08-07-2024 15:32:29,0.010s,PASSED
"ExpectedLogin = ""https://task-buddy-d414881265e1.herokuapp.com/login""",Firefox 122.0,,,08-07-2024 15:32:29,08-07-2024 15:32:29,0.001s,PASSED
"verifyMatch(ActualLogin, ExpectedLogin, false)",Firefox 122.0,,,08-07-2024 15:32:29,08-07-2024 15:32:29,0.006s,PASSED
"takeScreenshot(""C:\Taskbuddy\LoginPage.png"")",Firefox 122.0,,,08-07-2024 15:32:29,08-07-2024 15:32:30,0.896s,PASSED
Start listener action : AfterTestCase,Firefox 122.0,,,08-07-2024 15:32:30,08-07-2024 15:32:31,1.181s,PASSED
,,,,,,,
Test Cases/Registration/TC006_Create a new account with empty full name,Firefox 122.0,,,08-07-2024 15:32:31,08-07-2024 15:32:46,15.590s,PASSED
Start listener action : BeforeTestCase,Firefox 122.0,,,08-07-2024 15:32:31,08-07-2024 15:32:35,4.002s,PASSED
navigateToUrl(URL),Firefox 122.0,,,08-07-2024 15:32:35,08-07-2024 15:32:39,4.085s,PASSED
ActualURL = getUrl(),Firefox 122.0,,,08-07-2024 15:32:39,08-07-2024 15:32:39,0.034s,PASSED
"ExpectedURL = ""https://task-buddy-d414881265e1.herokuapp.com/""",Firefox 122.0,,,08-07-2024 15:32:39,08-07-2024 15:32:39,0.001s,PASSED
"verifyMatch(ActualURL, ExpectedURL, false)",Firefox 122.0,,,08-07-2024 15:32:39,08-07-2024 15:32:39,0.002s,PASSED
"println(""The website is accessible"")",Firefox 122.0,,,08-07-2024 15:32:39,08-07-2024 15:32:39,0.000s,PASSED
"click(findTestObject(""Object Repository/Registration/Page_TaskBuddy/a_Register""))",Firefox 122.0,,,08-07-2024 15:32:39,08-07-2024 15:32:44,4.894s,PASSED
ActualRegisterUrl = getUrl(),Firefox 122.0,,,08-07-2024 15:32:44,08-07-2024 15:32:44,0.016s,PASSED
"ExpectedRegisterUrl = ""https://task-buddy-d414881265e1.herokuapp.com/register""",Firefox 122.0,,,08-07-2024 15:32:44,08-07-2024 15:32:44,0.001s,PASSED
"verifyMatch(ActualRegisterUrl, ExpectedRegisterUrl, false)",Firefox 122.0,,,08-07-2024 15:32:44,08-07-2024 15:32:44,0.003s,PASSED
"println(""The url is correct"")",Firefox 122.0,,,08-07-2024 15:32:44,08-07-2024 15:32:44,0.002s,PASSED
"ActualRegisterTitle = getText(findTestObject(""Object Repository/Registration/Page_TaskBuddy/strong_Register_Title""))",Firefox 122.0,,,08-07-2024 15:32:44,08-07-2024 15:32:44,0.290s,PASSED
"ExpectedRegisterTitle = ""Register""",Firefox 122.0,,,08-07-2024 15:32:44,08-07-2024 15:32:44,0.000s,PASSED
"verifyMatch(ActualRegisterTitle, ExpectedRegisterTitle, false)",Firefox 122.0,,,08-07-2024 15:32:44,08-07-2024 15:32:44,0.001s,PASSED
"println(""The title is Register"")",Firefox 122.0,,,08-07-2024 15:32:44,08-07-2024 15:32:44,0.002s,PASSED
"click(findTestObject(""Object Repository/Registration/Page_TaskBuddy/input_Register_btn login_btn""))",Firefox 122.0,,,08-07-2024 15:32:44,08-07-2024 15:32:45,0.563s,PASSED
"println(""The login button should be clickable"")",Firefox 122.0,,,08-07-2024 15:32:45,08-07-2024 15:32:45,0.000s,PASSED
"takeScreenshot(""C:\Taskbuddy\EmptyData.png"")",Firefox 122.0,,,08-07-2024 15:32:45,08-07-2024 15:32:46,0.685s,PASSED
Start listener action : AfterTestCase,Firefox 122.0,,,08-07-2024 15:32:46,08-07-2024 15:32:46,0.896s,PASSED
,,,,,,,
Test Cases/Registration/TC007_Create a new account with empty data,Firefox 122.0,,,08-07-2024 15:32:46,08-07-2024 15:33:03,16.193s,PASSED
Start listener action : BeforeTestCase,Firefox 122.0,,,08-07-2024 15:32:46,08-07-2024 15:32:50,3.673s,PASSED
navigateToUrl(URL),Firefox 122.0,,,08-07-2024 15:32:50,08-07-2024 15:32:54,4.106s,PASSED
ActualURL = getUrl(),Firefox 122.0,,,08-07-2024 15:32:54,08-07-2024 15:32:54,0.035s,PASSED
"ExpectedURL = ""https://task-buddy-d414881265e1.herokuapp.com/""",Firefox 122.0,,,08-07-2024 15:32:54,08-07-2024 15:32:54,0.000s,PASSED
"verifyMatch(ActualURL, ExpectedURL, false)",Firefox 122.0,,,08-07-2024 15:32:54,08-07-2024 15:32:54,0.002s,PASSED
"println(""The website is accessible"")",Firefox 122.0,,,08-07-2024 15:32:54,08-07-2024 15:32:54,0.006s,PASSED
"click(findTestObject(""Object Repository/Registration/Page_TaskBuddy/a_Register""))",Firefox 122.0,,,08-07-2024 15:32:54,08-07-2024 15:32:59,4.362s,PASSED
ActualRegisterUrl = getUrl(),Firefox 122.0,,,08-07-2024 15:32:59,08-07-2024 15:32:59,0.013s,PASSED
"ExpectedRegisterUrl = ""https://task-buddy-d414881265e1.herokuapp.com/register""",Firefox 122.0,,,08-07-2024 15:32:59,08-07-2024 15:32:59,0.002s,PASSED
"verifyMatch(ActualRegisterUrl, ExpectedRegisterUrl, false)",Firefox 122.0,,,08-07-2024 15:32:59,08-07-2024 15:32:59,0.004s,PASSED
"println(""The url is correct"")",Firefox 122.0,,,08-07-2024 15:32:59,08-07-2024 15:32:59,0.002s,PASSED
"ActualRegisterTitle = getText(findTestObject(""Object Repository/Registration/Page_TaskBuddy/strong_Register_Title""))",Firefox 122.0,,,08-07-2024 15:32:59,08-07-2024 15:32:59,0.272s,PASSED
"ExpectedRegisterTitle = ""Register""",Firefox 122.0,,,08-07-2024 15:32:59,08-07-2024 15:32:59,0.003s,PASSED
"verifyMatch(ActualRegisterTitle, ExpectedRegisterTitle, false)",Firefox 122.0,,,08-07-2024 15:32:59,08-07-2024 15:32:59,0.004s,PASSED
"println(""The title is Register"")",Firefox 122.0,,,08-07-2024 15:32:59,08-07-2024 15:32:59,0.001s,PASSED
"setText(findTestObject(""Object Repository/Registration/Page_TaskBuddy/input_Register_email""), email)",Firefox 122.0,,,08-07-2024 15:32:59,08-07-2024 15:33:00,0.572s,PASSED
